PRODUCT_TYPE,PRODUCT_ID,PARENT_ID,SKU,PRODUCT_NAME,PRODUCT_SUMMARY,PRODUCT_DESCRIPTION,ORIGINAL_PRICE,SELLING_PRICE,PRICE_RANGE,BRAND,VARIANT_COLOR,VARIANT_SIZE,VARIANT_FIT,Color,THUMBNAIL_IMAGES,FULL_SIZE_IMAGES,ACTIVE,PUBLISHED,COLLECTIONS,Gender,Details,Fabric,Measurements,Season,variantPosition
VARIANT,BR1020YEL6,BR1020,BR1020YEL6,Karla 6,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Yellow||#ffe106|Yellow,6,,Yellow,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_5.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",1
VARIANT,BR1020YEL7,BR1020,BR1020YEL7,Karla 7,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Yellow||#ffe106|Yellow,7,,Yellow,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_5.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",2
VARIANT,BR1020YEL8,BR1020,BR1020YEL8,Karla 8,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Yellow||#ffe106|Yellow,8,,Yellow,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_5.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",3
VARIANT,BR1020YEL9,BR1020,BR1020YEL9,Karla 9,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Yellow||#ffe106|Yellow,9,,Yellow,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020YEL/apparelProductCatalog_BR1020YEL_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020YEL/apparelProductCatalog_BR1020YEL_5.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",4
VARIANT,BR1020PIN5,BR1020,BR1020PIN5,Karla 5,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Pink||#cc379d|Pink,5,,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_5.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",5
VARIANT,BR1020PIN6,BR1020,BR1020PIN6,Karla 6,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Pink||#cc379d|Pink,6,,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_5.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",6
VARIANT,BR1020PIN7,BR1020,BR1020PIN7,Karla 7,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Pink||#cc379d|Pink,7,,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_5.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring ",7
VARIANT,BR1020PIN8,BR1020,BR1020PIN8,Karla 8,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Pink||#cc379d|Pink,8,,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_5.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",8
VARIANT,BR1020PIN9,BR1020,BR1020PIN9,Karla 9,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Pink||#cc379d|Pink,9,,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020PIN/apparelProductCatalog_BR1020PIN_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020PIN/apparelProductCatalog_BR1020PIN_5.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",9
VARIANT,BR1020BLA5,BR1020,BR1020BLA5,Karla 5,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Black||#000000|Black,5,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_6.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",10
VARIANT,BR1020BLA6,BR1020,BR1020BLA6,Karla 6,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Black||#000000|Black,6,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_6.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",11
VARIANT,BR1020BLA7,BR1020,BR1020BLA7,Karla 7,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Black||#000000|Black,7,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_6.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",12
VARIANT,BR1020BLA8,BR1020,BR1020BLA8,Karla 8,High heel sandal,"As the weather changes, it’s time to adjust your wardrobe to accomodate warm weather trends. Cue in ‘90s inspired square toe slip on slingback sandals in fresh spring-inspired tones.",80,80,50-99.99,Aldo,Black||#000000|Black,8,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1020BLA/apparelProductCatalog_BR1020BLA_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1020BLA/apparelProductCatalog_BR1020BLA_6.jpg,TRUE,TRUE,,FEMALE,"High heel, Square toe, Slip on","Upper: Synthetic, Sole: Rubber",Heel Height: 3.5'',"Summer, Spring",13
